2459945.500000000, A.D. 2023-Jan-01 00:00:00.0000,  8.410683063672015E+07, -6.240265996903687E+08, -6.460787124940336E+06
2459946.500000000, A.D. 2023-Jan-02 00:00:00.0000,  8.485969775505185E+07, -6.239457357625991E+08, -6.485864405214101E+06
2459947.500000000, A.D. 2023-Jan-03 00:00:00.0000,  8.561222396324605E+07, -6.238623980550218E+08, -6.510915868598372E+06
2459948.500000000, A.D. 2023-Jan-04 00:00:00.0000,  8.636440631061891E+07, -6.237765871359556E+08, -6.535941418193698E+06
2459949.500000000, A.D. 2023-Jan-05 00:00:00.0000,  8.711624184578907E+07, -6.236883035647490E+08, -6.560940957025349E+06
2459950.500000000, A.D. 2023-Jan-06 00:00:00.0000,  8.786772761662260E+07, -6.235975478917911E+08, -6.585914388041168E+06
2459951.500000000, A.D. 2023-Jan-07 00:00:00.0000,  8.861886067017736E+07, -6.235043206585207E+08, -6.610861614110172E+06
2459952.500000000, A.D. 2023-Jan-08 00:00:00.0000,  8.936963805264793E+07, -6.234086223974370E+08, -6.635782538020462E+06
2459953.500000000, A.D. 2023-Jan-09 00:00:00.0000,  9.012005680931018E+07, -6.233104536321081E+08, -6.660677062477708E+06
2459954.500000000, A.D. 2023-Jan-10 00:00:00.0000,  9.087011398446614E+07, -6.232098148771825E+08, -6.685545090102941E+06
2459955.500000000, A.D. 2023-Jan-11 00:00:00.0000,  9.161980662138863E+07, -6.231067066383972E+08, -6.710386523430943E+06
2459956.500000000, A.D. 2023-Jan-12 00:00:00.0000,  9.236913176226597E+07, -6.230011294125870E+08, -6.735201264908433E+06
2459957.500000000, A.D. 2023-Jan-13 00:00:00.0000,  9.311808644814669E+07, -6.228930836876941E+08, -6.759989216892302E+06
2459958.500000000, A.D. 2023-Jan-14 00:00:00.0000,  9.386666771888420E+07, -6.227825699427773E+08, -6.784750281647414E+06
2459959.500000000, A.D. 2023-Jan-15 00:00:00.0000,  9.461487261308153E+07, -6.226695886480196E+08, -6.809484361345500E+06
2459960.500000000, A.D. 2023-Jan-16 00:00:00.0000,  9.536269816803589E+07, -6.225541402647386E+08, -6.834191358062446E+06
2459961.500000000, A.D. 2023-Jan-17 00:00:00.0000,  9.611014141968359E+07, -6.224362252453939E+08, -6.858871173777193E+06
2459962.500000000, A.D. 2023-Jan-18 00:00:00.0000,  9.685719940254423E+07, -6.223158440335956E+08, -6.883523710369676E+06
2459963.500000000, A.D. 2023-Jan-19 00:00:00.0000,  9.760386914966561E+07, -6.221929970641129E+08, -6.908148869618714E+06
2459964.500000000, A.D. 2023-Jan-20 00:00:00.0000,  9.835014769256817E+07, -6.220676847628822E+08, -6.932746553200543E+06
2459965.500000000, A.D. 2023-Jan-21 00:00:00.0000,  9.909603206118970E+07, -6.219399075470144E+08, -6.957316662686974E+06
2459966.500000000, A.D. 2023-Jan-22 00:00:00.0000,  9.984151928382967E+07, -6.218096658248036E+08, -6.981859099543244E+06
2459967.500000000, A.D. 2023-Jan-23 00:00:00.0000,  1.005866063870938E+08, -6.216769599957341E+08, -7.006373765126437E+06
2459968.500000000, A.D. 2023-Jan-24 00:00:00.0000,  1.013312903958384E+08, -6.215417904504881E+08, -7.030860560683757E+06
2459969.500000000, A.D. 2023-Jan-25 00:00:00.0000,  1.020755683331149E+08, -6.214041575709534E+08, -7.055319387350023E+06
2459970.500000000, A.D. 2023-Jan-26 00:00:00.0000,  1.028194372201142E+08, -6.212640617302303E+08, -7.079750146146834E+06
2459971.500000000, A.D. 2023-Jan-27 00:00:00.0000,  1.035628940761108E+08, -6.211215032926388E+08, -7.104152737979919E+06
2459972.500000000, A.D. 2023-Jan-28 00:00:00.0000,  1.043059359184071E+08, -6.209764826137249E+08, -7.128527063637584E+06
2459973.500000000, A.D. 2023-Jan-29 00:00:00.0000,  1.050485597622778E+08, -6.208290000402689E+08, -7.152873023788959E+06
2459974.500000000, A.D. 2023-Jan-30 00:00:00.0000,  1.057907626209139E+08, -6.206790559102908E+08, -7.177190518981695E+06
2459975.500000000, A.D. 2023-Jan-31 00:00:00.0000,  1.065325415053665E+08, -6.205266505530568E+08, -7.201479449640810E+06
2459976.500000000, A.D. 2023-Feb-01 00:00:00.0000,  1.072738934244914E+08, -6.203717842890863E+08, -7.225739716066241E+06
2459977.500000000, A.D. 2023-Feb-02 00:00:00.0000,  1.080148153848927E+08, -6.202144574301583E+08, -7.249971218431145E+06
2459978.500000000, A.D. 2023-Feb-03 00:00:00.0000,  1.087553043908666E+08, -6.200546702793162E+08, -7.274173856780171E+06
2459979.500000000, A.D. 2023-Feb-04 00:00:00.0000,  1.094953574443454E+08, -6.198924231308753E+08, -7.298347531027347E+06
2459980.500000000, A.D. 2023-Feb-05 00:00:00.0000,  1.102349715448411E+08, -6.197277162704279E+08, -7.322492140954524E+06
2459981.500000000, A.D. 2023-Feb-06 00:00:00.0000,  1.109741436893895E+08, -6.195605499748484E+08, -7.346607586209029E+06
2459982.500000000, A.D. 2023-Feb-07 00:00:00.0000,  1.117128708724930E+08, -6.193909245122997E+08, -7.370693766302347E+06
2459983.500000000, A.D. 2023-Feb-08 00:00:00.0000,  1.124511500860649E+08, -6.192188401422381E+08, -7.394750580607861E+06
2459984.500000000, A.D. 2023-Feb-09 00:00:00.0000,  1.131889783193722E+08, -6.190442971154194E+08, -7.418777928358734E+06
2459985.500000000, A.D. 2023-Feb-10 00:00:00.0000,  1.139263525589793E+08, -6.188672956739024E+08, -7.442775708646864E+06
